E:\idkwhy\IMG\center_2020_06_27_17_12_35_332.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_35_332.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_35_332.jpg,0,1,0,30.18919
E:\idkwhy\IMG\center_2020_06_27_17_12_35_402.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_35_402.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_35_402.jpg,0,1,0,30.18976
E:\idkwhy\IMG\center_2020_06_27_17_12_35_472.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_35_472.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_35_472.jpg,0,1,0,30.19046
E:\idkwhy\IMG\center_2020_06_27_17_12_35_542.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_35_542.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_35_542.jpg,0,1,0,30.1903
E:\idkwhy\IMG\center_2020_06_27_17_12_35_610.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_35_610.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_35_610.jpg,0,1,0,30.1902
E:\idkwhy\IMG\center_2020_06_27_17_12_35_679.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_35_679.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_35_679.jpg,0,1,0,30.19079
E:\idkwhy\IMG\center_2020_06_27_17_12_35_748.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_35_748.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_35_748.jpg,0,1,0,30.19055
E:\idkwhy\IMG\center_2020_06_27_17_12_35_816.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_35_816.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_35_816.jpg,-0.1,1,0,30.18767
E:\idkwhy\IMG\center_2020_06_27_17_12_35_885.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_35_885.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_35_885.jpg,-0.25,1,0,30.17424
E:\idkwhy\IMG\center_2020_06_27_17_12_35_955.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_35_955.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_35_955.jpg,-0.2627137,1,0,30.18191
E:\idkwhy\IMG\center_2020_06_27_17_12_36_023.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_36_023.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_36_023.jpg,-0.076687,1,0,30.19139
E:\idkwhy\IMG\center_2020_06_27_17_12_36_093.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_36_093.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_36_093.jpg,0,1,0,30.18982
E:\idkwhy\IMG\center_2020_06_27_17_12_36_161.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_36_161.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_36_161.jpg,0,1,0,30.19033
E:\idkwhy\IMG\center_2020_06_27_17_12_36_230.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_36_230.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_36_230.jpg,-0.05,1,0,30.19019
E:\idkwhy\IMG\center_2020_06_27_17_12_36_299.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_36_299.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_36_299.jpg,-0.2,1,0,30.18188
E:\idkwhy\IMG\center_2020_06_27_17_12_36_368.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_36_368.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_36_368.jpg,-0.4,1,0,30.15872
E:\idkwhy\IMG\center_2020_06_27_17_12_36_438.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_36_438.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_36_438.jpg,-0.4797042,1,0,30.15202
E:\idkwhy\IMG\center_2020_06_27_17_12_36_509.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_36_509.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_36_509.jpg,-0.2350842,1,0,30.19311
E:\idkwhy\IMG\center_2020_06_27_17_12_36_576.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_36_576.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_36_576.jpg,-0.05655151,1,0,30.19036
E:\idkwhy\IMG\center_2020_06_27_17_12_36_646.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_36_646.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_36_646.jpg,-0.1,1,0,30.19182
E:\idkwhy\IMG\center_2020_06_27_17_12_36_715.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_36_715.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_36_715.jpg,-0.25,1,0,30.18298
E:\idkwhy\IMG\center_2020_06_27_17_12_36_785.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_36_785.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_36_785.jpg,-0.3033048,1,0,30.17875
E:\idkwhy\IMG\center_2020_06_27_17_12_36_853.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_36_853.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_36_853.jpg,-0.0556854,1,0,30.19165
E:\idkwhy\IMG\center_2020_06_27_17_12_36_921.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_36_921.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_36_921.jpg,0,1,0,30.18941
E:\idkwhy\IMG\center_2020_06_27_17_12_36_989.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_36_989.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_36_989.jpg,-0.05,1,0,30.19102
E:\idkwhy\IMG\center_2020_06_27_17_12_37_059.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_37_059.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_37_059.jpg,-0.2,1,0,30.18203
E:\idkwhy\IMG\center_2020_06_27_17_12_37_129.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_37_129.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_37_129.jpg,-0.4,1,0,30.15908
E:\idkwhy\IMG\center_2020_06_27_17_12_37_196.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_37_196.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_37_196.jpg,-0.5500001,1,0,30.14066
E:\idkwhy\IMG\center_2020_06_27_17_12_37_265.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_37_265.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_37_265.jpg,-0.5618248,1,0,30.15331
E:\idkwhy\IMG\center_2020_06_27_17_12_37_334.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_37_334.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_37_334.jpg,-0.3298726,1,0,30.19493
E:\idkwhy\IMG\center_2020_06_27_17_12_37_400.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_37_400.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_37_400.jpg,-0.1402741,1,0,30.19484
E:\idkwhy\IMG\center_2020_06_27_17_12_37_471.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_37_471.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_37_471.jpg,0,1,0,30.18645
E:\idkwhy\IMG\center_2020_06_27_17_12_37_539.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_37_539.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_37_539.jpg,-0.15,1,0,30.19059
E:\idkwhy\IMG\center_2020_06_27_17_12_37_611.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_37_611.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_37_611.jpg,-0.35,1,0,30.1722
E:\idkwhy\IMG\center_2020_06_27_17_12_37_679.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_37_679.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_37_679.jpg,-0.2104869,1,0,30.19005
E:\idkwhy\IMG\center_2020_06_27_17_12_37_747.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_37_747.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_37_747.jpg,0,1,0,30.18801
E:\idkwhy\IMG\center_2020_06_27_17_12_37_816.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_37_816.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_37_816.jpg,0,1,0,30.18962
E:\idkwhy\IMG\center_2020_06_27_17_12_37_887.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_37_887.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_37_887.jpg,0,1,0,30.19028
E:\idkwhy\IMG\center_2020_06_27_17_12_37_955.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_37_955.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_37_955.jpg,-0.15,1,0,30.18605
E:\idkwhy\IMG\center_2020_06_27_17_12_38_027.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_38_027.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_38_027.jpg,-0.35,1,0,30.16525
E:\idkwhy\IMG\center_2020_06_27_17_12_38_096.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_38_096.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_38_096.jpg,-0.5000001,1,0,30.1467
E:\idkwhy\IMG\center_2020_06_27_17_12_38_163.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_38_163.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_38_163.jpg,-0.4484467,1,0,30.17219
E:\idkwhy\IMG\center_2020_06_27_17_12_38_232.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_38_232.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_38_232.jpg,-0.2061784,1,0,30.19458
E:\idkwhy\IMG\center_2020_06_27_17_12_38_299.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_38_299.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_38_299.jpg,-0.02842691,1,0,30.1878
E:\idkwhy\IMG\center_2020_06_27_17_12_38_368.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_38_368.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_38_368.jpg,-0.1,1,0,30.19151
E:\idkwhy\IMG\center_2020_06_27_17_12_38_438.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_38_438.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_38_438.jpg,-0.25,1,0,30.1829
E:\idkwhy\IMG\center_2020_06_27_17_12_38_504.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_38_504.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_38_504.jpg,-0.4,1,0,30.16476
E:\idkwhy\IMG\center_2020_06_27_17_12_38_574.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_38_574.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_38_574.jpg,-0.3765693,1,0,30.17906
E:\idkwhy\IMG\center_2020_06_27_17_12_38_643.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_38_643.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_38_643.jpg,-0.1948511,1,0,30.19413
E:\idkwhy\IMG\center_2020_06_27_17_12_38_711.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_38_711.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_38_711.jpg,0,1,0,30.18686
E:\idkwhy\IMG\center_2020_06_27_17_12_38_781.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_38_781.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_38_781.jpg,0,1,0,30.1895
E:\idkwhy\IMG\center_2020_06_27_17_12_38_850.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_38_850.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_38_850.jpg,-0.2,1,0,30.18487
E:\idkwhy\IMG\center_2020_06_27_17_12_38_918.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_38_918.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_38_918.jpg,-0.35,1,0,30.1681
E:\idkwhy\IMG\center_2020_06_27_17_12_38_986.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_38_986.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_38_986.jpg,-0.2033635,1,0,30.19052
E:\idkwhy\IMG\center_2020_06_27_17_12_39_056.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_39_056.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_39_056.jpg,-0.01787946,1,0,30.1894
E:\idkwhy\IMG\center_2020_06_27_17_12_39_125.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_39_125.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_39_125.jpg,0,1,0,30.18924
E:\idkwhy\IMG\center_2020_06_27_17_12_39_193.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_39_193.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_39_193.jpg,-0.05,1,0,30.19023
E:\idkwhy\IMG\center_2020_06_27_17_12_39_260.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_39_260.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_39_260.jpg,-0.2,1,0,30.18284
E:\idkwhy\IMG\center_2020_06_27_17_12_39_327.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_39_327.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_39_327.jpg,-0.260925,1,0,30.18008
E:\idkwhy\IMG\center_2020_06_27_17_12_39_394.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_39_394.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_39_394.jpg,-0.07200538,1,0,30.19182
E:\idkwhy\IMG\center_2020_06_27_17_12_39_463.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_39_463.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_39_463.jpg,0,1,0,30.18893
E:\idkwhy\IMG\center_2020_06_27_17_12_39_530.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_39_530.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_39_530.jpg,0,1,0,30.19009
E:\idkwhy\IMG\center_2020_06_27_17_12_39_597.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_39_597.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_39_597.jpg,0,1,0,30.19037
E:\idkwhy\IMG\center_2020_06_27_17_12_39_664.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_39_664.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_39_664.jpg,-0.05,1,0,30.19
E:\idkwhy\IMG\center_2020_06_27_17_12_39_732.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_39_732.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_39_732.jpg,-0.25,1,0,30.17585
E:\idkwhy\IMG\center_2020_06_27_17_12_39_804.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_39_804.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_39_804.jpg,-0.08662438,1,0,30.19076
E:\idkwhy\IMG\center_2020_06_27_17_12_39_872.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_39_872.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_39_872.jpg,0,1,0,30.18992
E:\idkwhy\IMG\center_2020_06_27_17_12_39_943.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_39_943.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_39_943.jpg,0,1,0,30.19016
E:\idkwhy\IMG\center_2020_06_27_17_12_40_011.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_40_011.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_40_011.jpg,0,1,0,30.19046
E:\idkwhy\IMG\center_2020_06_27_17_12_40_080.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_40_080.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_40_080.jpg,0,1,0,30.1903
E:\idkwhy\IMG\center_2020_06_27_17_12_40_148.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_40_148.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_40_148.jpg,0,1,0,30.19031
E:\idkwhy\IMG\center_2020_06_27_17_12_40_217.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_40_217.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_40_217.jpg,0,1,0,30.19031
E:\idkwhy\IMG\center_2020_06_27_17_12_40_287.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_40_287.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_40_287.jpg,0,1,0,30.19028
E:\idkwhy\IMG\center_2020_06_27_17_12_40_354.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_40_354.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_40_354.jpg,0,1,0,30.1903
E:\idkwhy\IMG\center_2020_06_27_17_12_40_423.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_40_423.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_40_423.jpg,0,1,0,30.19029
E:\idkwhy\IMG\center_2020_06_27_17_12_40_493.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_40_493.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_40_493.jpg,0,1,0,30.19028
E:\idkwhy\IMG\center_2020_06_27_17_12_40_561.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_40_561.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_40_561.jpg,-0.05,1,0,30.18972
E:\idkwhy\IMG\center_2020_06_27_17_12_40_631.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_40_631.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_40_631.jpg,-0.1396053,1,0,30.18467
E:\idkwhy\IMG\center_2020_06_27_17_12_40_698.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_40_698.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_40_698.jpg,0,1,0,30.18998
E:\idkwhy\IMG\center_2020_06_27_17_12_40_765.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_40_765.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_40_765.jpg,0,1,0,30.19013
E:\idkwhy\IMG\center_2020_06_27_17_12_40_835.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_40_835.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_40_835.jpg,0,1,0,30.19028
E:\idkwhy\IMG\center_2020_06_27_17_12_40_904.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_40_904.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_40_904.jpg,0,1,0,30.19036
E:\idkwhy\IMG\center_2020_06_27_17_12_40_972.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_40_972.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_40_972.jpg,0,1,0,30.1903
E:\idkwhy\IMG\center_2020_06_27_17_12_41_042.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_41_042.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_41_042.jpg,-0.1,1,0,30.18786
E:\idkwhy\IMG\center_2020_06_27_17_12_41_113.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_41_113.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_41_113.jpg,-0.2107254,1,0,30.17986
E:\idkwhy\IMG\center_2020_06_27_17_12_41_182.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_41_182.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_41_182.jpg,-0.03271167,1,0,30.19055
E:\idkwhy\IMG\center_2020_06_27_17_12_41_250.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_41_250.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_41_250.jpg,0,1,0,30.18995
E:\idkwhy\IMG\center_2020_06_27_17_12_41_317.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_41_317.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_41_317.jpg,0,1,0,30.1902
E:\idkwhy\IMG\center_2020_06_27_17_12_41_384.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_41_384.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_41_384.jpg,0,1,0,30.19034
E:\idkwhy\IMG\center_2020_06_27_17_12_41_454.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_41_454.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_41_454.jpg,0,1,0,30.19029
E:\idkwhy\IMG\center_2020_06_27_17_12_41_521.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_41_521.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_41_521.jpg,0,1,0,30.1903
E:\idkwhy\IMG\center_2020_06_27_17_12_41_590.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_41_590.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_41_590.jpg,0,1,0,30.1903
E:\idkwhy\IMG\center_2020_06_27_17_12_41_657.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_41_657.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_41_657.jpg,0,1,0,30.1903
E:\idkwhy\IMG\center_2020_06_27_17_12_41_725.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_41_725.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_41_725.jpg,0,1,0,30.19031
E:\idkwhy\IMG\center_2020_06_27_17_12_41_794.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_41_794.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_41_794.jpg,0,1,0,30.19029
E:\idkwhy\IMG\center_2020_06_27_17_12_41_863.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_41_863.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_41_863.jpg,0,1,0,30.19032
E:\idkwhy\IMG\center_2020_06_27_17_12_41_932.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_41_932.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_41_932.jpg,0,1,0,30.1903
E:\idkwhy\IMG\center_2020_06_27_17_12_42_001.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_42_001.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_42_001.jpg,0,1,0,30.19029
E:\idkwhy\IMG\center_2020_06_27_17_12_42_070.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_42_070.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_42_070.jpg,-0.1,1,0,30.18768
E:\idkwhy\IMG\center_2020_06_27_17_12_42_137.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_42_137.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_42_137.jpg,-0.2091324,1,0,30.17928
E:\idkwhy\IMG\center_2020_06_27_17_12_42_204.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_42_204.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_42_204.jpg,-0.02802091,0.9810045,0,30.16968
E:\idkwhy\IMG\center_2020_06_27_17_12_42_274.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_42_274.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_42_274.jpg,0,1,0,30.18998
E:\idkwhy\IMG\center_2020_06_27_17_12_42_342.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_42_342.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_42_342.jpg,0,1,0,30.19024
E:\idkwhy\IMG\center_2020_06_27_17_12_42_411.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_42_411.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_42_411.jpg,0,1,0,30.19026
E:\idkwhy\IMG\center_2020_06_27_17_12_42_479.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_42_479.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_42_479.jpg,0,1,0,30.19029
E:\idkwhy\IMG\center_2020_06_27_17_12_42_547.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_42_547.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_42_547.jpg,0,1,0,30.19028
E:\idkwhy\IMG\center_2020_06_27_17_12_42_615.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_42_615.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_42_615.jpg,0.05,1,0,30.1897
E:\idkwhy\IMG\center_2020_06_27_17_12_42_682.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_42_682.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_42_682.jpg,0.2241966,1,0,30.17705
E:\idkwhy\IMG\center_2020_06_27_17_12_42_749.jpg,E:\idkwhy\IMG\left_2020_06_27_17_12_42_749.jpg,E:\idkwhy\IMG\right_2020_06_27_17_12_42_749.jpg,0,1,0,30.19003
